min_x,min_y,max_x,max_y
482.0393261316534,505.0230579151182,499.89087124429454,517.8044147578236
495.8619258878278,480.76110084508576,515.7600614973736,499.7910584209538
487.6030525123269,492.65321886102254,500.9365674439285,518.4993112797717
500.16587302102846,504.6800282625282,511.18395664420177,531.2910270555774
488.29923168733774,478.43273646295086,499.9059496998682,506.0942653680204
495.20797165472743,489.2929378803713,518.3367637754687,517.2807482298521
501.9742041090712,495.86673362040165,517.9333628501378,506.7756374313859
481.4215892387849,491.92261358229365,494.4840902632287,509.55155902488167
461.86865056403695,489.5056742442017,481.37494317191744,500.58461342696035
488.08708281039765,491.2871927577684,503.3872537251557,520.8408357477101
481.93883459578205,495.43367820512356,510.61902800083635,522.6512369036409
479.6526663585277,485.18730657457945,500.0357976240819,510.8530839701822
481.5078922079752,501.34603591552224,495.15631609827307,524.1867453136825
487.29448630132634,489.2840192976984,502.6243971285932,503.5686005506953
485.19913164769895,486.30969506172784,510.39682000494435,512.3341273865353
504.80695058430274,510.0369065084628,516.3835252280642,522.84715664385
495.8852151685905,500.5876938688664,511.75241559744023,514.0889358577014
484.1764697174774,500.03710875116417,513.6355460946972,517.454601163029
514.3057094247699,493.68260202745097,524.3231846964215,519.7914836233232
489.131055538607,473.72887171972155,503.7896357045533,503.4265877657131
494.733124735462,478.9668991678221,514.512485455901,501.51715857714106
503.4713796992932,483.43552081741626,525.3376910672881,507.29262131487377
509.4229943385806,487.12233342568936,525.0012096071715,509.5044793773642
470.8122424933583,498.3880339493105,497.45707948188283,509.17803410788815
484.81802334229116,492.4642629380299,513.8795388347601,517.4587412934609
492.8678005901493,494.4657802244895,511.8285377528572,509.3472999133559
488.1070350276535,503.68627457860686,510.45538100161014,518.6994323862684
472.0293693091221,465.7927457347407,485.7160432274907,476.2571141406992
487.5107298515979,483.68714637961443,505.3433884437986,497.4381210613748
471.99967881227775,511.48892277062583,501.5942463705856,525.1575924278363
492.22572849959045,472.70464677094094,505.25077168812186,497.782077594764
494.20369276911725,483.6922294256101,519.8482355841244,505.5363956318761
483.24980641949224,480.5562632418971,495.77422378254636,508.17663444043035
481.00879778637426,487.43307566110917,505.416850537009,506.17740022565255
510.60554145712973,471.293786836333,521.7810472214907,495.6932737014204
501.50972993612226,499.4933862833683,515.7652167142728,524.723454481105
478.0436566625177,491.9666170122044,501.56756020441287,508.98245310680403
506.33753886644473,492.51630232064304,523.9942216162398,521.7612489410958
473.9483729697812,465.9140572683496,503.76117147463515,495.9066492691688
489.4360991833754,505.48971556264837,515.0186552868961,524.9019913995801
498.0731096655108,481.7588749706731,508.8774971665445,498.6793271392255
