min_x,min_y,max_x,max_y
419.18665736401346,395.85581360575077,438.1581172861191,413.2034835562274
474.33230787719197,679.7901053674734,483.39625109036956,686.2409055840965
156.79427841711237,304.83264552423276,173.79603053932613,330.67294710893435
806.1458612034837,260.2071743858737,813.7021230340879,270.3707659927634
717.8609295981252,510.30761094728626,745.1718190167534,530.1225553875147
707.6307754957777,533.5065372055124,730.1042149228754,549.9017316326986
470.5523325168235,653.5921198586989,492.660915868728,676.1201967203449
639.5303718000961,581.3032233495233,662.72429311285,596.3142005745863
367.40745782181006,205.73393709965646,396.7319018339743,216.0516191111789
594.7441803865065,550.943717639986,620.1317578564297,557.9248021629152
652.1179299440093,445.98643299615924,670.6324463612852,461.6175116524063
706.1242925474735,460.32459336414627,713.4594713245244,481.0725544301374
726.4212692694917,707.5092869319585,745.2163008897277,736.5220464358531
532.9959394618603,196.2760267962396,550.2670805618255,212.3854534390838
793.954590616394,368.6250068514864,812.4527611044448,389.64790950060916
717.3920194356053,598.2311656631409,746.6493320044242,618.9060584373199
372.03728141774866,347.4945949078482,396.300628692186,353.846096657589
645.8630821265666,656.6753976713446,659.2787463695576,666.6826103849482
341.3165215398037,418.1177955961369,368.50301805105903,446.0687827056203
374.07809692644935,448.8176471469731,403.2199560324659,475.36283726880714
580.6755692454145,390.4974791527785,597.292073325157,419.3140295977437
682.745301119806,802.8837853893795,706.9119642034444,820.0845872154225
679.537634190415,730.6585764433014,704.7382072836692,757.3436110688192
647.1154208522754,615.1709812789766,662.3590061427298,622.4252681402913
439.06733669066745,385.9422713195146,447.8149255643079,412.65381689511514
805.0376913206023,763.3307553003563,833.8157511126394,785.7096900822489
396.33187031977366,439.6217864134327,424.58497532156593,467.1730243350718
504.91067396095616,713.3379948950416,525.8026818712277,730.6651587744001
272.10357350516995,590.7808566642759,301.3771018624765,609.3522299938643
416.08954004684387,146.47941921025534,434.0524486128016,160.40367558575252
455.4395595127329,490.2429609468363,480.53168698159914,509.4548201825762
386.65592928118804,819.110676723634,410.4059490594407,834.9835508250158
733.1418725318309,468.3175606610459,760.0700875962328,492.1205770950033
715.468658702164,774.8872177393255,743.3770893859355,783.8865666431741
613.8042123409758,262.676467316659,635.5521168389188,270.9034251696122
593.9608905633902,804.7951856560318,612.2879115583016,822.1522746689515
143.06333102549812,387.51219546062646,149.64758531690822,406.0881047703259
730.0782531340233,392.514674150738,742.6604087913486,409.94812938245906
504.12714357806357,569.8631079506904,523.3056155576697,588.4463289948317
714.783639967518,427.0381154252207,734.4045150988313,455.2748454393098
770.1050976074102,394.2654123503313,789.88974103854,408.0975367559033
493.20232177485934,331.4857808891688,515.5205069324519,361.1503775682742
730.3783617950932,581.6681793928182,740.2473941752427,601.3796030691175
732.8348735943621,454.68825592076445,748.3104414603563,477.89611060174985
274.4817939084661,248.30984683309217,292.7695784603213,262.09168136803765
705.1174142112461,242.9709020392737,716.2882972741736,253.95824420765672
639.6434634304828,454.8580450389959,659.3104666849404,476.00658386301427
374.8761338817266,704.3140917437595,403.2224444086226,726.6746685851692
158.65066613533654,195.04218882839854,167.49157161607693,224.64326750649383
211.50131070103737,816.5224444415908,231.22858251062405,841.9707041341358
523.381599489138,836.2673641502413,532.3116614897648,863.3553306236258
747.9122196715252,734.2464992912586,765.8955906448057,740.1632523047284
463.68956153025437,819.7633132072109,472.49227366426277,838.335855590237
668.3296302138942,564.4145693185623,696.7002638569281,583.2385387338428
458.01991867631307,634.1232665140149,471.5692132335819,660.8553219312882
695.0228942319161,623.7664121078832,716.4792383506776,634.9948940059779
398.26396328696165,391.91190374221003,405.20268032871905,403.9357097607193
841.4951974207598,333.63384897156436,865.5810744339032,354.27779152998846
91.25578904083879,433.3873744504883,101.43199297717031,439.76078238429193
670.2724268600876,706.1384873775814,678.4670546266005,720.7943337362417
113.64641583936326,372.79386351811394,133.3793044424299,381.8275234665154
445.1791637606172,640.3486488025785,474.7428712724854,652.2788757124124
624.1372467752227,478.1253625895988,643.9130900214672,505.32353665633127
452.5684487369042,370.0184488622191,461.4169507311566,377.55706606703075
658.3756042607126,610.8709264633511,671.0973880109921,637.569685939285
487.12268797408944,313.7035259608425,508.11654369108317,325.6981328995872
467.2304077479807,856.3013235586634,495.5805413806633,862.9258050746141
654.7864037160202,584.0332081325879,676.038620644242,592.3689725683886
353.47992544992377,798.9201539868832,372.46954134897743,827.454015602669
251.16087623947413,774.8647341630099,280.65705111010556,783.346530047329
694.327291095571,635.7730974739127,723.6503497064972,653.4486694894663
6.942928407477419,880.5405214713545,18.279335355664465,908.1833527315811
696.8033854193492,538.55432455681,726.200833905216,543.7019448251154
435.82560552270917,465.3450084670979,465.73574569025726,482.9514976605863
601.3118079329371,565.0831994755788,616.7826698402549,582.2633883599804
293.041623298917,767.43575067709,322.443463028864,785.9475384007842
492.37106678704725,711.6154784136484,513.9452422353803,721.3386986692756
826.4460625988876,346.6163024835342,855.9372675206479,355.7585018400188
647.592235446169,378.5094841259614,661.1760392526661,398.84430594377113
551.2307208247438,640.4646091297789,573.100461039007,657.9378467141407
738.9301652268592,512.6497395315728,757.1099253947117,536.0698728860864
647.4187136969175,211.177736374401,659.8767209799263,232.28204683824006
203.15034892953722,402.39726028036193,225.64748962165336,428.90762741835624
759.1427415673367,851.9360322138388,775.2756900617509,877.9060637377328
667.2995105557621,599.7919339979667,694.6100712462124,626.1290734750239
617.47815866841,226.88986073227738,631.7491999822809,249.64257179260676
506.80209950967026,447.9123892631698,535.4617474964722,458.04816910042706
322.6834882164268,843.730212120491,352.49103306594145,865.9565999343946
235.00724206077285,352.9397881414497,241.06213645631505,380.88942141498575
770.487371456167,341.63819049643394,785.9300433272417,369.31171828552885
707.4993395174782,407.7142605288211,726.7898528234813,436.62317574231736
548.4503376613513,193.2077817582069,576.6493181424166,201.28022402532983
736.6480663042648,407.36647466317595,745.0730574294419,435.73849574943665
208.12208646992866,353.6372617308629,230.12247376606592,380.94213402432894
209.58734688513428,310.56385491187723,217.99670556509747,340.37252531009256
529.4920384849971,274.8287596503715,549.0701248163501,303.45922622829977
684.2460503094952,431.2355413353533,707.9809749953916,451.64772384386464
439.8372754625668,568.8557153587566,456.87110100925895,587.7161593604559
609.8607576121158,741.1190515882394,636.0542133925921,746.2395052760918
200.30345284560104,396.94512111968623,210.49084659339144,411.5357134361729
534.2664195681956,728.1133691892358,562.3762562316523,744.9996064837401
212.0854506139462,442.81468213140107,236.1310145872672,449.9923747911461
831.7411952838345,228.28980699993448,840.2110621249913,240.7541167151072
236.25974961877586,418.4894490698811,243.10735406673626,445.11110909870143
357.7955166452084,667.9529178164128,378.6028429304487,676.2141690302085
429.44307239963655,753.1580210510747,440.2580904785242,767.2319818524857
734.9555501787573,310.5068285317607,740.2105264350704,338.44686015061893
488.39070334309565,725.4880739613395,508.75639511011605,739.2105785623478
670.0055928113271,774.4042206013543,692.5300011022103,795.7016523876924
812.3236043612245,323.29052152855644,825.3896596846872,329.02125688117286
487.96323471721286,499.42075416866356,517.0361509298873,513.1288288600554
438.5687211958233,428.1722125291915,467.44427519983515,446.07170796635864
300.5988621254384,259.9489914259384,321.1259897916744,276.3731446717426
766.957096442311,333.5557959772506,794.4964344625193,355.5276362834158
166.28565321661677,412.67930088012406,174.34726646680434,435.717047976368
475.5236843259991,583.9131095862563,504.88142385237455,599.0710441181527
671.2200743513944,595.0717816878633,692.0350630935626,616.3899185950069
447.74046291877454,659.8132311564973,454.31490549691506,673.0113509307316
103.98466267447787,446.3525582358614,129.53371710865855,452.44648810853136
658.99957438092,606.2231525454044,674.0574777145189,631.2028620759559
255.67451554605145,790.7079301745007,276.4328495216713,816.0260688282967
314.1030340078134,312.82404322842365,323.74265455683377,319.5557545734546
414.31842898895013,782.7660192582757,424.3611248870774,806.6149200302648
