min_x,min_y,max_x,max_y
1675.444123110632,358.169366125412,1686.2668576879219,372.9239246278313
590.734448156289,132.05660925091482,595.792383025016,137.06183619356372
1829.5679626376054,1873.90409539255,1841.0424540665776,1886.4214713377455
547.3885531893834,528.5011815887646,556.7092868886691,541.9384718355174
1333.9134788993908,1893.925813173046,1342.3495545903663,1907.0877742489326
1453.58888226405,1581.617527688684,1469.3779248651394,1593.7068354974756
1852.4612733905578,453.99993434000646,1866.490407747247,460.4235603905912
1902.256262085266,676.8645499055643,1918.47018369031,696.0408139647681
1787.6155430060496,1092.8509322228754,1797.6314847512442,1103.7955249183267
1349.260249622429,931.9917754003411,1366.1938813751617,945.7022890969649
998.0417870687771,292.66028528951074,1014.2988201107397,300.2134218492647
792.6923295409802,1758.7529134307565,804.4286559555458,1771.5841784759104
684.15663771865,1198.480476966428,691.871337947749,1205.0774211283374
1760.5185701700254,1769.6007645153609,1768.1608481693409,1785.761840313518
1581.7407543362963,1760.1394570362288,1587.6778666744797,1771.0221699681367
313.85154628794976,177.2911483057055,323.928852286189,182.29868172241092
1895.1859005403496,646.4212987996381,1906.450444380874,663.9755938040531
235.02467883462663,821.0789532888592,248.88544480252455,837.3688718318616
1310.8332564220436,287.12581507328275,1324.8347533406904,305.29449937360346
1071.8766234363795,194.54089164034124,1088.1152264074424,201.88757179687914
502.84158708856415,968.2445191885861,519.7288636469764,981.8777686288531
949.6358296889706,814.5281372656005,958.8526408151407,832.448608948905
1579.880964264426,940.7531111740775,1592.4814614787533,958.0686554863257
1531.3015199319257,798.26815715737,1537.0716113369613,812.0279392212495
1503.4211751322505,1738.9846533932218,1515.2775346579992,1746.6622696945497
1043.2719995173948,1842.2879242248675,1053.802071068003,1852.1182681863918
1015.1590837898027,1896.359265937267,1020.4660931943026,1906.8459993479742
102.92597761979653,1126.6005924944093,110.3277108444592,1141.8270263721333
1826.8367582828882,169.46415524011704,1832.0933569473164,174.5944913033799
1469.6856641201769,578.5243973046896,1479.5334688554997,583.6740967215804
1292.4252717267475,375.3209924969501,1305.1176635149202,388.5239690365619
